simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.0732492	18999	274.461
40	1228	91	0	109.55	3.74307e-06	5.52175
80	1246	18	0	95.6018	7.19792e-16	0.0364724
120	1263	17	0	95.3017	1.36155e-25	0.00885616
160	1287	24	0	96.4777	2.48997e-35	0.00242453
200	1320	33	0	96.1585	4.30384e-45	0.000217251
240	1354	34	0	95.2881	6.91406e-55	1.75633e-06
280	1399	45	0	95.3668	1.03167e-64	7.19252e-09
320	1458	59	0	96.6764	1.41946e-74	2.94544e-11
360	1517	60	1	97.0254	1.78959e-84	1.20618e-13
400	1600	86	3	96.9183	2.05095e-94	4.93935e-16
440	1695	102	7	97.4094	2.1391e-104	2.02264e-18
480	1800	113	8	100.018	2.01407e-114	8.2825e-21
520	1935	148	13	97.9457	1.66671e-124	3.39153e-23
560	2036	121	20	98.7325	1.20108e-134	1.38874e-25
600	2106	81	11	99.8381	7.54866e-145	5.68636e-28
640	2211	109	4	100.641	4.10183e-155	2.32829e-30
680	2299	92	4	101.058	1.88272e-165	9.53292e-33
720	2319	29	9	102.594	7.32015e-176	3.90301e-35
760	2341	29	7	103.08	2.40994e-186	1.59793e-37
800	2377	39	3	102.639	6.79147e-197	6.54185e-40
840	2433	64	8	102.667	1.62726e-207	2.6781e-42
880	2491	63	5	103.104	3.3129e-218	1.09632e-44
920	2572	85	4	104.234	5.79071e-229	4.48785e-47
960	2666	102	8	104.887	8.75115e-240	1.83706e-49
1000	2792	132	6	105.218	1.13201e-250	7.51962e-52
1040	2944	158	6	107.234	1.21172e-261	3.0779e-54
1080	3130	191	5	107.716	1.07141e-272	1.25979e-56
1120	3362	235	3	108.817	7.81345e-284	5.1562e-59
1160	3613	257	6	112.309	4.58318e-295	2.11031e-61
1200	3838	233	8	120.122	0	438.113
1240	3993	162	7	117.605	0	2.7846
1280	4180	193	6	114.496	0	0.0475512
1320	4273	103	10	114.45	0	0.014386
1360	4311	49	11	116.882	0	0.00261286
1400	4344	35	2	115.333	0	0.00033568
1440	4399	63	8	116.266	0	2.68616e-06
1440.02	4401	3	1	0.641159	0	2.67878e-06
